NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-06-22;2021-06-28;--;;;0.0000;0.0000;400;0.0000;123;17;9.5238;28;2;0;60;340;9;3;110;16;1190;971
CATALUNYA;GLOBAL;2021-06-22;2021-06-28;Si;;;41.7236;35.9686;25;2195.5255;1357;169;2.2381;19;1;1;17;8;17;8;994;123;134;164
CATALUNYA;GLOBAL;2021-06-22;2021-06-28;No;315.727;1.78947;176.4358;125.9014;9709;1397.1965;64133;43613;9.0324;301;55;8;4045;5664;3718;5212;58419;40447;274024;321396
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;--;;;0.0000;0.0000;290;0.0000;116;14;7.6271;26;2;0;49;241;7;2;105;13;1178;953
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;Si;;;37.4073;34.5298;24;2058.8446;1269;162;2.1637;20;1;1;16;8;15;8;945;118;136;159
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;No;220.566;1.61684;136.4181;89.5665;6907;1298.5268;60027;40110;7.0836;299;51;9;2955;3952;2819;3674;54525;37137;280991;305353
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;No;184.314;1.49585;123.2172;77.2992;5961;1265.7449;59134;38475;6.3180;289;58;8;2695;3266;2607;3034;53688;35597;273438;295869
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;--;;;0.0000;0.0000;265;0.0000;114;13;6.0870;23;3;0;44;221;6;1;103;12;1167;950
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;Si;;;35.9686;31.6523;22;2041.5797;1267;152;1.9737;19;1;2;15;7;14;7;951;113;139;159
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;--;;;0.0000;0.0000;230;0.0000;117;13;6.1947;27;3;0;41;189;6;1;101;12;1381;878
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;Si;;;33.0911;30.2136;21;1978.2749;1217;158;1.8868;18;1;2;13;8;13;7;939;121;152;153
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;No;163.39;1.4263;114.5549;69.3242;5346;1243.2074;58623;37248;5.8928;298;53;7;2499;2847;2499;2667;53215;34451;289326;270421
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;No;138.63;1.35272;102.4821;58.8465;4538;1212.2280;58489;34993;5.0952;300;57;8;2233;2305;2191;2164;53087;32386;319411;254024
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;--;;;0.0000;0.0000;178;0.0000;116;11;5.3571;26;3;0;35;143;6;0;102;10;1705;1013
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;Si;;;33.0911;28.7749;20;2025.7535;1253;155;1.8100;15;1;2;13;7;13;7;987;118;194;186
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;--;;;0.0000;0.0000;181;0.0000;131;12;4.7619;27;3;0;35;146;6;0;115;11;2038;1216
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;Si;;;34.5298;27.3361;19;2231.4941;1361;190;1.5715;11;1;2;12;7;12;7;1060;149;256;217
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;No;137.015;1.32689;103.2602;60.5971;4673;1362.7289;66303;38785;4.7397;303;63;11;2352;2321;2340;2215;60210;35894;368233;277200
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;--;;;0.0000;0.0000;163;0.0000;130;12;4.7619;30;3;0;32;131;5;1;114;12;2040;1400
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;Si;;;28.7749;20.1424;14;2337.9612;1430;195;1.0433;10;1;3;8;6;7;6;1091;155;254;220
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;No;122.714;1.27245;96.4393;55.0600;4246;1348.1664;66968;36997;4.3809;307;64;13;2141;2105;2123;2040;60767;34259;378622;266009
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;No;112.881;1.22986;91.7839;50.5343;3897;1364.9723;69724;35537;3.9573;308;61;10;1999;1898;1968;1835;63212;32888;374181;235916
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;--;;;0.0000;0.0000;130;0.0000;134;9;4.6512;27;5;0;32;98;5;1;120;9;1903;1406
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;Si;;;18.7036;5.7549;4;2317.8188;1408;203;0.2417;9;1;2;3;1;2;1;1076;165;255;211
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;--;;;0.0000;0.0000;99;0.0000;137;12;4.5113;29;5;0;26;73;5;1;121;12;1832;1201
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;Si;;;14.3874;2.8774;2;2428.6022;1465;223;0.1527;9;1;2;1;1;1;1;1128;182;262;208
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;No;106.426;1.2018;88.5550;46.8515;3613;1364.3498;70746;34467;3.7088;301;60;12;1907;1706;1891;1674;64184;31938;388045;205191
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;No;103.077;1.17483;87.7381;45.9179;3541;1364.8167;71071;34178;3.6579;310;55;12;1877;1664;1885;1632;64492;31657;384375;198282
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;--;;;0.0000;0.0000;100;0.0000;135;16;4.4776;29;5;0;27;73;5;1;118;16;1838;1175
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;Si;;;17.2649;4.3162;3;2430.0410;1470;219;0.2331;10;2;1;2;1;2;1;1111;176;263;202
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;--;;;0.0000;0.0000;94;0.0000;129;20;4.4776;31;5;0;26;68;5;1;115;19;1758;1189
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;Si;;;15.8261;2.8774;2;2421.4085;1466;217;0.1572;12;2;2;2;0;2;0;1099;173;249;201
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;No;98.9478;1.12328;88.0882;45.2306;3488;1356.8287;70956;33677;3.6140;299;57;12;1850;1638;1844;1612;64426;31201;376764;195179
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;--;;;0.0000;0.0000;86;0.0000;119;24;4.7244;31;4;0;22;64;4;2;104;23;1640;1194
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;Si;;;17.2649;4.3162;3;2409.8985;1460;215;0.2383;13;2;2;2;1;2;1;1086;173;265;228
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;No;90.6882;1.03393;87.7121;43.6356;3365;1357.0102;71581;33066;3.4976;310;63;13;1791;1574;1796;1545;64902;30620;378194;192082
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;No;85.8844;0.98484;87.2064;42.6630;3290;1344.8208;70817;32890;3.4931;317;62;12;1787;1503;1821;1484;64148;30467;367049;199995
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;--;;;0.0000;0.0000;72;0.0000;108;25;5.0420;31;5;1;20;52;4;2;95;24;1712;1083
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;Si;;;18.7036;7.1937;5;2500.5395;1513;225;0.3912;13;2;2;4;1;4;1;1098;180;259;282
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;--;;;0.0000;0.0000;64;0.0000;96;22;4.7170;28;6;1;21;43;4;1;85;21;1787;1056
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;Si;;;18.7036;8.6324;6;2497.6620;1519;217;0.4688;10;2;1;5;1;5;1;1107;173;277;303
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;No;83.2372;0.959908;86.7136;41.3793;3191;1349.9170;71288;32812;3.3699;317;62;9;1750;1441;1792;1410;64608;30411;355254;212924
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;No;83.0416;0.952949;87.1416;41.2496;3181;1354.5334;71179;33277;3.3829;324;59;12;1728;1453;1785;1442;64553;30839;329817;231933
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;--;;;0.0000;0.0000;53;0.0000;88;28;2.9126;31;4;1;16;37;2;1;78;25;1797;1130
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;Si;;;18.7036;12.9487;9;2477.5196;1509;213;0.7206;10;1;2;6;3;6;3;1082;167;260;312
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;--;;;0.0000;0.0000;57;0.0000;87;27;3.9604;27;5;1;19;38;3;1;77;24;1874;1159
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;Si;;;18.7036;11.5099;8;2409.8985;1483;192;0.6678;11;1;2;5;3;5;3;1046;152;277;302
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;No;84.6464;0.953628;88.7625;41.7034;3216;1370.0296;71927;33724;3.3864;329;63;10;1736;1480;1803;1464;65204;31271;320120;236518
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;No;85.7524;0.961172;89.2164;41.8201;3225;1368.7847;71756;33799;3.4083;317;66;12;1732;1493;1800;1486;65061;31351;315798;237366
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;--;;;0.0000;0.0000;58;0.0000;85;26;4.0404;24;4;1;19;39;3;1;76;23;1870;1173
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;Si;;;17.2649;12.9487;9;2418.5310;1484;197;0.7407;9;0;2;4;5;4;5;1056;159;271;303
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;No;87.6129;0.972696;90.0722;42.8575;3305;1375.9687;72344;33765;3.4534;316;67;12;1767;1538;1817;1530;65616;31304;308073;246144
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;--;;;0.0000;0.0000;64;0.0000;87;23;3.9604;21;4;1;18;46;3;1;80;21;1785;1154
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;Si;;;18.7036;12.9487;9;2460.2546;1507;203;0.7323;7;0;1;4;5;4;5;1070;159;270;305
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;--;;;0.0000;0.0000;65;0.0000;84;22;3.0612;17;4;1;20;45;3;0;79;19;1739;1333
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;Si;;;21.5811;12.9487;9;2513.4882;1523;224;0.7132;8;0;1;5;4;5;4;1083;179;272;331
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;No;90.4284;0.977908;92.4712;44.0765;3399;1372.9343;72968;32907;3.5206;319;62;12;1822;1577;1883;1524;66204;30569;269595;275349
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;No;91.7411;0.969667;94.6109;44.5433;3435;1404.4324;74964;33340;3.4415;344;68;12;1853;1582;1876;1532;68031;30995;252515;276941
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;--;;;0.0000;0.0000;72;0.0000;93;27;2.6786;16;4;0;23;49;3;0;88;24;1483;1885
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;Si;;;20.1424;11.5099;8;2376.8074;1463;189;0.6536;9;1;1;4;4;4;4;1074;150;253;312
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;--;;;0.0000;0.0000;74;0.0000;99;29;2.5424;15;5;0;22;52;3;0;92;26;1336;2035
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;Si;;;27.3361;10.0712;7;2411.3373;1492;184;0.5668;9;1;1;3;4;3;4;1092;143;261;344
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;No;93.2052;0.956688;97.4248;45.3343;3496;1440.5858;77196;33896;3.4175;359;70;18;1901;1595;1925;1546;70058;31507;228918;284844
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;No;95.0336;0.940045;101.0946;45.8919;3539;1468.9716;79752;33529;3.4179;364;71;16;1951;1588;2024;1518;72397;31235;206162;292934
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;--;;;0.0000;0.0000;83;0.0000;105;26;3.3058;16;5;0;22;61;4;0;96;25;1073;2129
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;Si;;;28.7749;5.7549;4;2549.4568;1586;186;0.3049;10;2;0;2;2;2;2;1167;145;260;376
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;No;94.1258;0.936713;100.4851;47.0590;3629;1491.0423;81209;33774;3.4146;394;70;17;2012;1617;2067;1527;73834;31419;163862;305315
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;--;;;0.0000;0.0000;82;0.0000;96;29;3.4483;16;4;0;18;64;2;2;88;28;877;2206
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;Si;;;31.6523;7.1937;5;2644.4140;1631;207;0.3660;9;2;1;3;2;3;2;1203;163;241;410
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;81;0.0000;95;31;4.2735;17;4;0;20;61;3;2;87;30;852;2194
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;28.7749;4.3162;3;2673.1889;1647;211;0.2177;11;2;1;3;0;3;0;1214;164;239;418
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;94.9508;0.937664;101.2632;47.3962;3655;1501.9221;81741;34081;3.4177;402;64;16;2032;1623;2089;1536;74325;31739;155822;314728
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;98.7059;0.975871;101.1465;47.2146;3641;1505.2936;81976;34106;3.4132;418;68;18;2037;1604;2107;1521;74498;31796;141703;315331
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;77;0.0000;90;32;3.5398;15;4;0;19;58;2;2;82;31;933;2193
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;28.7749;5.7549;4;2722.1063;1672;220;0.2835;12;2;1;4;0;4;0;1238;173;239;425
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;80;0.0000;108;34;5.3846;21;7;0;20;60;5;2;97;33;837;1853
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;30.2136;8.6324;6;2771.0236;1707;219;0.4864;12;2;3;4;2;5;2;1270;169;266;488
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;103.607;1.01136;102.4432;48.3947;3732;1551.0170;84295;35313;3.4557;427;73;22;2139;1593;2215;1570;76634;32894;134909;306254
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;109.911;1.05095;104.5829;50.0675;3861;1554.0774;84288;35556;3.6092;415;74;20;2192;1669;2320;1639;76608;33083;137723;281722
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;80;0.0000;103;38;6.2016;26;9;0;19;61;5;3;93;36;804;1254
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;33.0911;8.6324;6;2842.9609;1753;223;0.5424;12;1;3;4;2;6;2;1306;169;273;506
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;35.9686;17.2649;12;2819.9410;1733;227;0.9428;15;1;3;9;3;11;3;1311;174;270;490
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;113.547;1.0655;106.5669;52.0904;4017;1571.6483;85219;35980;3.7010;443;76;19;2315;1702;2424;1684;77473;33524;144902;244467
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;85;0.0000;112;45;8.9655;26;7;0;22;63;7;6;102;43;772;834
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;90;0.0000;116;45;8.7838;27;8;0;24;66;7;6;106;42;921;537
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;41.7236;23.0199;16;2947.9893;1811;238;1.1003;13;0;3;12;4;13;4;1365;180;294;467
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;117.052;1.07548;108.8362;55.2026;4257;1593.5245;85249;37637;3.8346;451;88;21;2457;1800;2532;1784;77455;35099;154026;217254
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;117.759;1.06237;110.8462;53.4261;4120;1490.8867;80154;34817;3.9689;425;92;27;2384;1736;2423;1753;72723;32494;149387;194748
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;79;0.0000;123;40;8.1633;30;7;0;25;54;8;4;110;37;940;435
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;46.0398;24.4586;17;2792.6048;1716;225;1.2388;14;0;2;11;6;12;6;1287;166;275;434
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;75;0.0000;132;37;7.1895;32;8;0;23;52;7;4;119;34;944;419
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;47.4785;24.4586;17;2765.2686;1705;217;1.2535;13;0;2;11;6;12;6;1279;157;277;427
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;117.728;1.05309;111.7928;53.8670;4154;1491.5610;80407;34616;4.0028;426;98;29;2407;1747;2447;1765;72940;32287;150085;181890
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;113.536;1.00915;112.5060;53.9318;4159;1483.7805;79721;34702;4.0194;423;98;28;2379;1780;2417;1791;72321;32371;154123;162405
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;76;0.0000;137;43;7.9755;34;9;0;24;52;7;6;124;39;966;425
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;46.0398;23.0199;16;2690.4539;1666;204;1.2257;16;0;2;10;6;11;6;1242;145;280;438
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;112.017;0.989717;113.1803;54.0485;4168;1470.7482;78653;34765;4.0727;431;106;26;2361;1807;2418;1807;71275;32465;164357;143357
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;70;0.0000;125;49;8.8050;31;7;0;23;47;8;6;115;44;943;341
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;44.6011;21.5811;15;2578.2317;1604;188;1.1346;15;0;0;11;4;11;4;1186;136;251;440
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;63;0.0000;127;46;8.3333;26;6;0;22;41;8;5;115;41;944;308
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;47.4785;24.4586;17;2667.4339;1626;228;1.2630;17;0;1;13;4;13;4;1177;169;311;414
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;111.029;0.978303;113.4915;54.5153;4204;1497.6168;80688;34802;3.9476;447;100;30;2406;1798;2387;1782;73098;32510;183132;128245
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;113.018;0.982136;115.0736;54.4764;4201;1518.2741;82077;35006;3.9198;432;101;31;2405;1796;2412;1780;74258;32685;207751;116761
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;61;0.0000;124;46;5.8824;33;8;0;20;41;7;2;113;40;1028;302
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.1623;18.7036;13;2798.3598;1708;237;0.9929;15;0;1;10;3;11;3;1230;180;333;380
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;52;0.0000;126;48;5.0955;33;8;0;16;36;6;2;116;41;913;267
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;37.4073;18.7036;13;2740.8100;1673;232;1.0226;15;0;2;11;2;12;2;1197;172;330;366
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;114.463;0.986026;116.0850;53.6335;4136;1553.6365;84922;34888;3.7392;441;95;33;2407;1729;2376;1716;76873;32562;233116;101027
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;121.744;0.993485;122.5429;57.4201;4428;1696.4605;92180;38644;3.7413;465;102;32;2571;1857;2631;1841;83408;36124;251833;93900
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;61;0.0000;131;57;4.6784;36;8;0;21;40;6;2;122;49;893;231
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;38.8461;21.5811;15;2903.3882;1759;259;1.1557;12;1;3;14;1;16;1;1277;194;342;361
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.1623;23.0199;16;2919.2144;1771;258;1.2179;11;1;4;15;1;17;1;1285;193;346;354
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;122.353;0.985927;124.0990;57.9258;4467;1698.0944;92031;38919;3.7248;480;104;35;2613;1854;2619;1838;83276;36383;261513;84856
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;63;0.0000;125;56;4.9383;39;7;0;22;41;6;2;114;48;898;232
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;60;0.0000;124;51;3.8462;39;7;0;22;38;6;0;112;44;723;209
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;47.4785;23.0199;16;2894.7557;1759;253;1.2162;10;1;5;15;1;17;1;1288;192;348;327
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;121.379;0.957375;126.7832;58.5742;4517;1722.6160;93738;39103;3.7068;507;108;37;2664;1853;2663;1837;84862;36537;270699;75529
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;118.799;0.894221;132.8520;59.1318;4560;1775.3419;97284;39623;3.6311;549;105;40;2678;1882;2649;1891;88048;36982;290659;57670
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;63;0.0000;130;51;2.4540;37;6;0;26;37;4;0;118;45;839;194
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;50.3560;23.0199;16;2982.5192;1800;273;1.1177;10;2;5;15;1;16;1;1321;200;384;318
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;69;0.0000;141;52;3.4682;38;6;0;31;38;5;1;126;47;817;214
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;47.4785;23.0199;16;2999.7841;1835;250;0.9566;10;2;4;15;1;14;1;1383;185;369;431
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;116.487;0.838981;138.8430;58.9762;4548;1792.3682;98320;39900;3.6707;584;116;44;2701;1847;2766;1868;88997;37246;293967;71362
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;117.122;0.802126;146.0140;60.5971;4673;1827.3934;101040;39881;3.7177;606;129;44;2848;1825;2938;1843;91391;37211;293103;81769
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;66;0.0000;140;48;3.5714;35;4;0;32;34;5;1;125;43;684;227
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;53.2335;24.4586;17;3084.6701;1885;259;0.9271;9;2;4;15;2;13;2;1430;188;375;487
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;53.2335;18.7036;13;3060.2114;1861;266;0.7385;10;2;3;11;2;10;2;1424;201;393;514
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;120.456;0.775574;155.3117;62.4514;4816;1840.2312;102002;39909;3.8166;626;133;50;2964;1852;3056;1885;92234;37226;289337;83000
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;65;0.0000;138;48;5.3571;35;3;0;37;28;8;1;123;45;687;221
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;62;0.0000;132;48;5.5901;36;4;0;36;26;8;1;118;43;692;207
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;57.5498;17.2649;12;3219.9122;1977;261;0.5862;13;2;2;11;1;9;1;1506;200;439;524
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;126.049;0.763403;165.1152;65.1227;5022;1847.7394;102300;40190;3.9427;667;136;49;3093;1929;3158;1970;92607;37456;300989;82272
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;128.452;0.760396;168.9276;66.1731;5103;1853.5229;102669;40267;3.9960;684;145;56;3100;2003;3184;2030;92970;37510;300753;82274
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;65;0.0000;137;51;5.9172;34;4;0;37;28;9;1;123;46;689;205
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;56.1110;20.1424;14;3280.3395;2007;273;0.7480;15;2;2;12;2;11;2;1528;210;442;524
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;66;0.0000;139;49;6.0241;36;5;0;38;28;9;1;123;43;688;205
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;57.5498;24.4586;17;3391.1229;2069;288;0.8939;13;2;4;13;4;12;4;1569;221;455;524
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;133.508;0.774044;172.4807;68.2090;5260;1868.0336;103626;40429;4.1019;710;142;63;3197;2063;3284;2109;93806;37671;298457;82313
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;146.454;0.799058;183.2826;73.7202;5685;1935.3738;107902;41346;4.2908;738;153;64;3538;2147;3672;2183;97906;38550;298323;90185
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;70;0.0000;146;48;5.2632;40;7;1;38;32;7;2;128;43;512;227
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;82.0084;27.3361;19;3615.5672;2212;301;1.1646;13;1;4;14;5;17;5;1662;227;522;551
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;67;0.0000;155;44;4.5198;46;5;1;36;31;7;1;139;38;485;279
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;109.3446;24.4586;17;3668.8008;2233;317;1.1006;14;1;6;12;5;16;5;1671;237;537;621
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;160.278;0.82411;194.4866;79.8668;6159;2051.7053;115889;42330;4.3719;783;161;69;3856;2303;3979;2351;105321;39466;273976;114221
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;68;0.0000;167;44;4.2781;51;12;1;35;33;7;1;149;38;960;306
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;120.8546;28.7749;20;3837.1340;2353;314;1.3713;16;1;7;16;4;23;4;1734;235;531;759
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;172.727;0.841122;205.3533;85.4169;6587;2120.7572;120430;43114;4.4960;822;155;80;4149;2438;4245;2488;109575;40180;253037;147761
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;186.846;0.858022;217.7632;92.8602;7161;2218.1821;126894;44163;4.7057;864;160;85;4575;2586;4722;2652;115550;41155;242200;167258
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;70;0.0000;179;49;3.5000;60;14;1;35;35;6;1;158;42;1487;323
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;136.6808;34.5298;24;3937.8461;2415;322;1.4859;17;1;7;20;4;26;4;1778;241;513;829
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;80;0.0000;199;49;3.6036;56;14;1;33;47;6;2;177;45;2436;317
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;166.8944;40.2848;28;3999.7122;2444;336;1.8950;20;0;7;23;5;32;7;1803;255;515;832
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;199.594;0.866463;230.3547;99.9924;7711;2279.0904;130955;44799;4.8621;858;161;97;4959;2752;5022;2810;119346;41738;247151;166306
