NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;No;201.48;0.996047;202.2800;97.0487;7484;2786.5348;111269;103617;3.6176;875;144;225;3538;3946;3535;3834;102322;101374;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;--;;;0.0000;0.0000;205;0.0000;4086;210;3.4300;47;7;2;138;67;120;22;3936;204;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;Si;;;1445.9391;611.4668;425;15135.6017;9314;1206;4.9409;101;3;117;323;102;338;97;7841;963;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;Si;;;1479.0302;651.7516;453;15257.8951;9329;1276;5.4109;109;3;130;348;105;372;104;7761;1036;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;No;205.53;1.00972;203.5508;98.3714;7586;2753.8696;113041;99326;3.7073;846;140;233;3590;3996;3599;3861;104042;97182;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;--;;;0.0000;0.0000;223;0.0000;3987;206;3.8053;48;7;3;150;73;131;23;3846;201;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;--;;;0.0000;0.0000;220;0.0000;3913;197;3.6506;46;8;4;147;73;124;21;3780;192;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;Si;;;1588.3749;716.4952;498;15272.2825;9480;1135;6.0282;110;3;127;391;107;420;105;7766;943;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;No;212.177;1.02411;207.1817;101.3280;7814;2657.2358;114653;90262;3.9403;828;132;234;3785;4029;3779;3861;105592;88300;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;No;214.645;1.01893;210.6570;102.2876;7888;2529.5448;116956;78112;4.1827;825;140;225;3826;4062;3875;3824;107746;76321;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;--;;;0.0000;0.0000;239;0.0000;3709;189;4.4008;45;7;4;168;71;145;21;3587;185;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;Si;;;1677.5771;775.4837;539;14476.6563;8978;1084;6.4790;108;4;126;406;133;428;106;7363;879;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;--;;;0.0000;0.0000;246;0.0000;3590;172;4.3980;42;6;4;168;78;142;18;3469;169;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;Si;;;1752.3919;781.2387;543;13650.8164;8526;962;7.9804;107;4;141;401;142;502;116;6943;801;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;No;217.718;1.00164;217.3612;102.8322;7930;2427.2960;117120;70063;4.3180;846;148;225;3875;4055;3879;3753;108335;68415;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;No;221.872;0.975808;227.3721;103.4677;7979;2371.5747;119353;63533;4.4649;880;163;208;3951;4028;3949;3751;110508;61950;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;--;;;0.0000;0.0000;241;0.0000;3512;170;4.4613;42;9;4;164;77;140;19;3398;166;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;Si;;;1851.6653;900.6546;626;13865.1895;8631;1006;7.9308;104;4;130;489;137;507;112;6966;839;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;Si;;;1884.7564;886.2671;616;13924.1781;8585;1093;7.5341;100;3;125;482;134;481;105;6870;908;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;No;229.053;0.952216;240.5471;105.0108;8098;2364.3388;120852;61476;4.5950;912;167;214;4084;4014;4144;3753;111964;59898;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;--;;;0.0000;0.0000;248;0.0000;3517;188;4.5328;46;7;3;168;80;146;17;3415;181;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;--;;;0.0000;0.0000;253;0.0000;3506;197;4.6415;52;8;4;172;81;150;17;3408;190;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;Si;;;1850.2266;834.4723;580;13974.5342;8572;1141;7.3105;97;3;122;460;120;475;95;6861;936;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;No;224.042;0.922432;242.8813;105.2312;8115;2354.8077;120409;61184;4.6231;932;169;210;4118;3997;4164;3750;111594;59590;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;No;215.872;0.87272;247.3551;105.1794;8111;2294.9886;117783;59197;4.7311;953;184;223;4141;3970;4167;3714;108967;57613;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;--;;;0.0000;0.0000;252;0.0000;3541;193;4.7422;51;11;3;172;80;154;18;3441;186;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;Si;;;1879.0015;827.2786;575;13826.3434;8529;1081;7.0644;92;4;109;451;124;455;92;6874;869;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;--;;;0.0000;0.0000;273;0.0000;3565;204;5.2545;57;12;3;187;86;170;22;3458;196;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;Si;;;1952.3775;871.8797;606;13937.1268;8607;1080;7.1338;94;3;107;483;123;473;87;6971;879;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;No;211.654;0.81925;258.3515;105.8537;8163;2251.9495;117616;56045;4.9380;998;187;235;4182;3981;4263;3795;108724;54458;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;No;216.216;0.79406;272.2916;108.3694;8357;2203.1268;116089;53807;5.2853;1021;184;235;4371;3986;4501;3920;107131;52199;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;--;;;0.0000;0.0000;261;0.0000;3608;209;4.7065;65;12;2;166;95;150;24;3495;202;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;Si;;;2014.2435;902.0933;627;15008.9921;9334;1098;7.3270;101;3;110;514;113;521;90;7442;897;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;Si;;;2093.3745;971.1531;675;15975.8290;10001;1103;6.3954;97;3;106;552;123;472;97;7991;906;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;No;227.971;0.788065;289.2790;114.5289;8832;2143.1910;114996;50278;5.8233;1049;179;239;4737;4095;4922;4069;105696;48701;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;--;;;0.0000;0.0000;262;0.0000;3672;212;4.8138;67;12;2;169;93;156;25;3556;204;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;--;;;0.0000;0.0000;266;0.0000;3699;207;4.9657;66;9;4;173;93;164;24;3586;200;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;Si;;;2196.9642;951.0107;661;15945.6154;9968;1115;7.1501;97;4;124;538;123;533;102;7976;905;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;No;244.846;0.789262;310.2215;123.9044;9555;2144.0080;117377;47960;6.3505;1077;174;261;5221;4334;5489;4310;107846;46456;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;No;267.157;0.792356;337.1680;135.5363;10452;2175.1948;120087;47655;6.7652;1112;180;277;5694;4758;5889;4699;110374;46133;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;--;;;0.0000;0.0000;283;0.0000;3807;206;5.2591;66;10;4;190;93;178;27;3696;202;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;Si;;;2284.7277;998.4893;694;16073.6637;10203;969;7.5310;126;6;129;563;131;568;107;8181;782;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;--;;;0.0000;0.0000;286;0.0000;3780;203;5.3285;66;8;3;193;93;180;26;3667;199;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;Si;;;2312.0638;1015.7542;706;16046.3276;10252;901;7.7000;131;6;135;573;133;580;111;8240;734;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;No;273.415;0.796549;343.2497;137.6500;10615;2191.9748;121039;47997;6.8262;1129;193;279;5734;4881;5948;4820;111255;46491;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;No;285.247;0.803927;354.8168;142.1757;10964;2223.2783;122816;48634;6.9659;1176;195;277;5939;5025;6188;4963;112964;47115;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;--;;;0.0000;0.0000;289;0.0000;3712;211;5.2410;65;7;4;197;92;176;23;3591;206;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;Si;;;2457.3771;1051.7228;731;16431.9113;10510;911;7.7015;131;6;143;603;128;605;105;8478;741;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;--;;;0.0000;0.0000;311;0.0000;3621;230;5.5019;71;9;4;200;111;175;30;3503;223;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;Si;;;2461.6934;1080.4978;751;16732.6091;10643;987;7.7268;139;7;154;590;161;594;130;8557;813;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;No;305.5;0.79885;382.4246;152.4978;11760;2299.9033;127232;50127;7.1976;1254;211;273;6441;5319;6647;5289;117300;48534;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;--;;;0.0000;0.0000;321;0.0000;3447;240;5.9500;64;7;4;211;110;180;32;3334;229;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;Si;;;2535.0694;1112.1502;773;16567.1534;10474;1041;8.0332;146;8;156;616;157;617;137;8524;862;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;No;324.748;0.789086;411.5496;163.9222;12641;2347.4292;129493;51531;7.5317;1315;230;291;6971;5670;7109;5664;119707;49882;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;No;342.661;0.779233;439.7409;174.7500;13476;2433.0147;134310;53314;7.7404;1404;248;294;7413;6063;7598;6045;124681;51575;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;--;;;0.0000;0.0000;350;0.0000;3446;248;6.6143;67;11;4;236;114;202;34;3332;236;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;Si;;;2592.6192;1122.2214;780;16780.0877;10585;1078;8.0874;159;7;158;639;141;649;121;8656;865;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;--;;;0.0000;0.0000;399;0.0000;3482;262;7.3130;77;14;2;268;131;225;39;3361;249;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;Si;;;2722.1063;1245.9535;866;17728.2209;11262;1060;8.5535;163;7;157;706;160;729;132;9220;846;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;No;365.597;0.77312;472.8859;186.3170;14368;2506.6960;137589;55717;8.0542;1492;276;298;8013;6355;8249;6404;128136;53793;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;No;395.606;0.772244;512.2811;201.6317;15549;2567.4877;141007;56987;8.4157;1527;289;298;8671;6878;8805;6900;131578;55038;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;--;;;0.0000;0.0000;422;0.0000;3325;265;7.8261;82;16;2;270;152;224;46;3198;252;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;Si;;;2861.6646;1286.2384;894;18333.9328;11568;1175;8.2705;146;6;162;715;179;708;147;9394;944;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;--;;;0.0000;0.0000;421;0.0000;3298;269;7.8763;83;18;2;268;153;222;48;3172;256;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;Si;;;2933.6018;1296.3096;901;18477.8073;11653;1190;8.2926;147;6;171;717;184;717;148;9474;957;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;No;406.159;0.774264;524.5743;205.5997;15855;2582.1799;141936;57191;8.5506;1576;288;307;8843;7012;9037;7018;132545;55220;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;--;;;0.0000;0.0000;426;0.0000;3394;268;8.0261;97;19;1;273;153;231;52;3270;256;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;Si;;;2991.1517;1405.6542;977;18542.5508;11675;1213;8.9720;157;7;166;792;185;791;149;9493;984;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;No;421.985;0.779107;541.6266;212.6411;16398;2634.8539;145570;57619;8.6695;1619;312;313;9215;7183;9465;7157;136104;55625;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;No;455.948;0.793878;574.3306;229.9267;17731;2768.5359;154014;59484;8.9896;1655;323;315;10111;7620;10550;7582;144330;57369;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;--;;;0.0000;0.0000;424;0.0000;3500;255;8.1238;99;15;0;284;140;244;50;3373;246;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;Si;;;3025.6816;1381.1955;960;18332.4940;11239;1503;8.9497;151;8;168;779;181;778;144;9070;1232;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;--;;;0.0000;0.0000;478;0.0000;3848;253;8.1947;104;16;0;321;157;275;50;3720;246;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;Si;;;2981.0804;1422.9192;989;19293.5760;11827;1583;8.7448;142;7;171;782;207;792;159;9566;1309;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;No;491.718;0.817613;601.4068;247.6274;19096;2908.8572;163052;61267;9.2368;1686;317;324;11028;8068;11623;7999;153388;59044;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;No;532.68;0.840129;634.0460;264.9909;20435;3038.2470;171916;62381;9.5285;1730;328;343;12015;8420;12774;8395;162065;60099;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;--;;;0.0000;0.0000;516;0.0000;4076;255;8.2104;105;15;1;352;164;299;46;3957;245;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;Si;;;3008.4166;1470.3978;1022;19709.3734;11945;1754;8.9299;161;8;161;797;225;816;177;9660;1460;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;--;;;0.0000;0.0000;543;0.0000;4153;265;8.4651;110;14;1;368;175;315;49;4046;254;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;Si;;;2982.5192;1476.1527;1026;19218.7612;11293;2065;8.6731;174;8;165;777;249;752;184;9069;1723;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;No;575.241;0.863442;666.2184;286.5688;22099;3132.3392;178981;62572;9.9486;1763;302;348;13163;8936;13979;8850;169104;60366;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;--;;;0.0000;0.0000;576;0.0000;4294;263;8.6036;117;17;2;393;183;332;50;4187;253;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;Si;;;3060.2114;1575.4262;1095;18759.8014;10719;2320;9.7897;189;7;161;819;276;827;211;8713;1890;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;No;615.229;0.881791;697.7035;310.6494;23956;3176.5713;182878;62086;10.3623;1835;316;346;14537;9419;14962;9194;173196;59919;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;No;639.704;0.899812;710.9303;318.9746;24598;3218.4823;186710;61486;10.4548;1853;315;341;15123;9475;15489;9209;176897;59340;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;--;;;0.0000;0.0000;599;0.0000;4332;255;8.6986;119;16;2;405;194;341;48;4227;245;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;Si;;;3112.0063;1637.2922;1138;18929.5734;10826;2331;9.9607;191;7;152;860;278;848;217;8795;1897;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;--;;;0.0000;0.0000;605;0.0000;4491;252;8.4556;120;15;2;407;198;345;47;4394;242;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;Si;;;3055.8952;1585.4974;1102;19529.5302;11180;2394;9.3736;192;7;163;812;290;812;225;9101;1962;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;No;666.797;0.922525;722.7956;328.9855;25370;3279.7278;191936;60983;10.6115;1869;296;337;15869;9501;16323;9236;182038;58823;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;No;705.597;0.94401;747.4468;344.4039;26559;3342.0237;199309;58414;10.8724;1886;309;343;17061;9498;17526;9223;189578;56449;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;--;;;0.0000;0.0000;631;0.0000;4710;238;8.2989;119;17;2;429;202;357;45;4617;227;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;Si;;;3165.2399;1644.4860;1143;20214.3730;11602;2448;9.2565;204;6;167;854;289;845;227;9588;1993;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;--;;;0.0000;0.0000;633;0.0000;4718;221;8.3540;121;23;2;434;199;360;44;4624;212;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;Si;;;3336.4506;1558.1612;1083;19253.2911;10999;2383;9.0112;205;9;149;801;282;774;213;9021;1932;0;0
CATALUNYA;GLOBAL;2020-10-29;2020-11-04;No;732.689;0.95081;770.5938;353.7794;27282;3395.3331;206876;54958;11.0100;1947;362;319;17949;9333;18520;9040;197095;53222;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;--;;;0.0000;0.0000;664;0.0000;4703;206;8.4665;125;22;1;455;209;362;46;4617;202;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;Si;;;3526.3650;1538.0188;1069;18489.3173;10553;2298;9.1157;178;10;145;791;278;769;201;8753;1888;0;0
CATALUNYA;GLOBAL;2020-10-28;2020-11-03;No;755.275;0.953454;792.1458;369.0551;28460;3412.5928;212164;51001;11.3101;1946;353;301;19304;9156;19720;8792;202644;49450;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;No;768.327;0.959036;801.1452;379.6495;29277;3422.9020;218444;45516;11.5634;1976;373;286;20589;8688;21098;8198;209225;44125;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;--;;;0.0000;0.0000;666;0.0000;4781;175;8.5474;120;20;1;471;195;374;42;4694;173;0;0
CATALUNYA;GLOBAL;2020-10-27;2020-11-02;Si;;;3560.8948;1506.3664;1047;19122.3652;11435;1856;8.8082;167;13;128;816;231;805;175;9600;1526;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;--;;;0.0000;0.0000;698;0.0000;4930;143;8.8867;121;14;1;516;182;409;34;4845;140;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;Si;;;3522.0487;1484.7852;1032;18827.4224;11678;1408;9.0663;166;14;122;852;180;870;133;9876;1187;0;0
CATALUNYA;GLOBAL;2020-10-26;2020-11-01;No;774.661;0.970712;798.0330;387.0540;29848;3430.4880;224500;40045;11.6818;1957;371;281;21827;8021;22131;7570;215382;38869;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;No;794.229;0.993425;799.4854;391.9557;30226;3442.8849;225842;39659;11.8355;1962;369;267;22297;7929;22737;7479;216795;38504;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;--;;;0.0000;0.0000;689;0.0000;4904;140;8.9387;126;16;2;518;171;409;34;4819;137;0;0
CATALUNYA;GLOBAL;2020-10-25;2020-10-31;Si;;;3457.3052;1474.7140;1025;19054.7442;11859;1385;8.9620;178;14;112;841;184;870;135;10044;1170;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;--;;;0.0000;0.0000;699;0.0000;4694;131;9.3519;118;17;2;529;170;412;31;4609;128;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;Si;;;3360.9092;1470.3978;1022;19214.4450;12083;1272;9.0031;171;12;94;848;174;882;134;10231;1054;0;0
CATALUNYA;GLOBAL;2020-10-24;2020-10-30;No;836.113;1.05306;793.9872;393.8100;30369;3404.9290;224140;38434;11.9915;1957;366;252;22631;7738;22999;7281;215177;37336;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;No;909.982;1.16002;784.4561;403.0429;31081;3355.7044;225135;33643;12.3320;1920;349;236;23798;7283;23959;6779;216525;32729;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;--;;;0.0000;0.0000;716;0.0000;4534;112;10.0131;116;18;2;552;164;430;27;4454;110;0;0
CATALUNYA;GLOBAL;2020-10-23;2020-10-29;Si;;;3219.9122;1520.7539;1057;18354.0752;11957;800;10.2747;164;12;78;907;150;968;124;9968;660;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;No;966.334;1.25006;773.0317;416.8144;32143;3315.1939;226381;29273;12.8395;1854;290;225;25280;6863;25346;6278;217805;28498;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;--;;;0.0000;0.0000;725;0.0000;4545;96;10.2935;118;14;2;580;145;447;23;4472;94;0;0
CATALUNYA;GLOBAL;2020-10-22;2020-10-28;Si;;;3194.0148;1778.2893;1236;18352.6365;12047;709;12.2267;166;9;80;1089;147;1187;127;10158;589;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;--;;;0.0000;0.0000;707;0.0000;4432;81;10.8480;116;14;2;586;121;460;21;4355;79;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;Si;;;3120.6388;1988.3461;1382;18637.5080;12476;478;12.9882;166;10;70;1226;156;1273;137;10457;399;0;0
CATALUNYA;GLOBAL;2020-10-21;2020-10-27;No;990.333;1.31446;753.4119;423.0907;32627;3294.6664;229567;24504;13.1648;1821;283;209;26477;6150;26712;5510;220867;23891;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;No;991.701;1.36107;728.6180;421.4957;32504;3207.2654;227721;19610;13.4324;1700;262;196;27283;5221;27392;4607;219080;19143;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;--;;;0.0000;0.0000;692;0.0000;4325;63;10.8484;116;16;2;591;101;453;15;4253;61;0;0
CATALUNYA;GLOBAL;2020-10-20;2020-10-26;Si;;;2874.6133;2054.5284;1428;17715.2722;11911;402;13.5994;161;7;63;1274;154;1279;125;9987;337;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;--;;;0.0000;0.0000;645;0.0000;4198;42;10.5200;112;22;1;577;68;431;8;4132;41;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;Si;;;2641.5365;2037.2635;1416;17659.1612;11941;333;13.0605;142;8;64;1278;138;1224;110;9932;282;0;0
CATALUNYA;GLOBAL;2020-10-19;2020-10-25;No;943.028;1.41742;665.3106;410.9790;31693;3114.1198;226476;13672;13.2554;1657;244;173;27985;3708;27501;3175;218100;13322;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;No;970.34;1.48184;654.8199;407.5297;31427;3102.4491;226687;12561;13.0453;1608;234;170;28081;3346;27206;2868;218296;12239;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;--;;;0.0000;0.0000;645;0.0000;4297;39;10.2132;107;21;0;578;67;429;7;4231;38;0;0
CATALUNYA;GLOBAL;2020-10-18;2020-10-24;Si;;;2621.3941;1982.5911;1378;17128.2641;11613;292;13.1199;127;8;61;1258;120;1207;92;9654;247;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;No;1046.65;1.63749;639.1811;400.1771;30860;3093.7090;227286;11288;12.8017;1550;226;166;27903;2957;26933;2523;219079;11016;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;--;;;0.0000;0.0000;636;0.0000;4313;40;10.2379;106;18;0;578;58;432;7;4249;39;0;0
CATALUNYA;GLOBAL;2020-10-17;2020-10-23;Si;;;2504.8557;1890.5114;1314;15685.2025;10652;250;13.4598;119;8;59;1203;111;1138;82;8848;216;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;--;;;0.0000;0.0000;593;0.0000;4278;31;9.8330;103;17;0;551;42;414;4;4221;30;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;Si;;;2270.3402;1699.1583;1181;14578.8072;9968;165;12.5539;113;7;61;1089;92;1018;59;8431;148;0;0
CATALUNYA;GLOBAL;2020-10-16;2020-10-22;No;988.051;1.63241;605.2711;381.4131;29413;2992.6402;223314;7466;12.6233;1487;212;148;27324;2089;26454;1643;215299;7282;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;No;916.154;1.62153;564.9940;356.2173;27470;2894.8004;219133;4102;12.1680;1429;194;137;26194;1276;25322;898;211487;3997;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;--;;;0.0000;0.0000;563;0.0000;4055;18;10.0125;106;15;0;533;30;399;3;3997;18;0;0
CATALUNYA;GLOBAL;2020-10-15;2020-10-21;Si;;;1972.5199;1415.7254;984;13941.4430;9620;70;9.8963;109;6;57;929;55;779;32;8130;65;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;--;;;0.0000;0.0000;511;0.0000;3863;8;9.3816;97;15;0;495;16;358;0;3808;8;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;Si;;;1620.0273;1132.2926;787;12374.6493;8581;20;8.9164;109;4;58;765;22;650;5;7330;16;0;0
CATALUNYA;GLOBAL;2020-10-14;2020-10-20;No;820.182;1.57815;519.7115;330.3211;25473;2739.2941;209484;1759;11.7089;1340;184;122;24785;688;23535;385;202586;1703;0;0
CATALUNYA;GLOBAL;2020-10-13;2020-10-19;No;734.792;1.54655;475.1163;307.1223;23684;2566.0872;197274;612;11.1130;1306;174;111;23321;363;21157;134;190999;587;0;0
CATALUNYA;GLOBAL;2020-10-13;2020-10-19;--;;;0.0000;0.0000;464;0.0000;3545;5;8.9949;89;14;0;454;10;315;0;3497;5;0;0
CATALUNYA;GLOBAL;2020-10-13;2020-10-19;Si;;;1310.6970;820.0848;570;10780.5193;7484;9;7.7208;103;3;61;562;8;498;3;6483;6;0;0
CATALUNYA;GLOBAL;2020-10-12;2020-10-18;Si;;;1136.6088;604.2730;420;8761.9595;6088;2;7.0462;103;3;52;414;6;374;1;5320;2;0;0
CATALUNYA;GLOBAL;2020-10-12;2020-10-18;No;640.805;1.48206;432.3754;254.3316;19613;2210.4664;170161;301;11.1549;1163;153;103;19382;231;18338;85;164866;290;0;0
CATALUNYA;GLOBAL;2020-10-12;2020-10-18;--;;;0.0000;0.0000;379;0.0000;3038;3;8.8696;76;8;0;373;6;266;0;2996;3;0;0
CATALUNYA;GLOBAL;2020-10-11;2020-10-17;--;;;0.0000;0.0000;362;0.0000;2919;3;9.0625;68;7;1;360;2;261;0;2877;3;0;0
CATALUNYA;GLOBAL;2020-10-11;2020-10-17;Si;;;1109.2727;638.8029;444;8967.7001;6232;1;7.2714;100;4;52;439;5;395;1;5445;1;0;0
CATALUNYA;GLOBAL;2020-10-11;2020-10-17;No;612.267;1.46318;418.4483;247.2902;19070;2173.7813;167495;138;11.1092;1118;156;99;18911;159;18014;32;162310;132;0;0
CATALUNYA;GLOBAL;2020-10-10;2020-10-16;No;551.252;1.36606;403.5357;239.0040;18431;2089.1165;161104;0;11.0814;1054;156;87;18313;118;17294;0;156064;0;0;0
CATALUNYA;GLOBAL;2020-10-10;2020-10-16;--;;;0.0000;0.0000;346;0.0000;2885;0;8.6528;65;7;2;344;2;246;0;2843;0;0;0
